9 0.091065 0.008464 0.454593 1 1.000000
4 0.109620 0.161853 0.445409 2 1.000000
5 0.102324 1.181320 0.449016 1 1.000000
10 0.111818 4987.129883 0.444323 2 1.000000
10 0.106938 2269.256470 0.446734 1 1.000000
2 0.097793 0.221945 0.451259 2 1.000000
6 0.093575 0.005727 0.453348 1 1.000000
8 0.089211 0.238699 0.455512 2 1.000000
3 0.095818 0.039882 0.452237 1 1.000000
5 0.097072 0.194421 0.451616 2 1.000000
1 0.095952 20.000000 0.447887 1 1.000000
4 0.094621 0.128965 0.452830 2 1.000000
1 0.089522 21.500000 0.455358 1 1.000000
10 0.086060 870.518616 0.457076 2 1.000000
1 0.075784 15.000000 0.462179 1 1.000000
8 0.107892 0.091127 0.446263 2 1.000000
3 0.108440 0.030186 0.445991 1 1.000000
2 0.097047 0.198962 0.451628 2 1.000000
8 0.079140 0.193391 0.460513 1 1.000000
2 0.081603 0.212200 0.459289 2 1.000000
2 0.089703 0.322183 0.455268 1 1.000000
4 0.093850 0.319584 0.453212 2 1.000000
2 0.101262 0.006071 0.449541 2 1.000000
10 0.110290 4987.129883 0.445078 2 1.000000
2 0.099298 0.006071 0.450513 2 1.000000
10 0.104800 88.564896 0.447791 1 1.000000
5 0.102114 0.012366 0.449120 2 1.000000
3 0.097038 0.021191 0.451633 1 1.000000
6 0.094023 0.000011 0.453126 2 1.000000
9 0.111305 0.000756 0.444576 1 1.000000
2 0.101695 0.006071 0.449327 2 1.000000
4 0.098315 0.319584 0.451000 2 1.000000
11 0.090977 0.033758 0.454637 2 1.000000
2 0.075025 0.006071 0.462558 2 1.000000
6 0.104592 0.000001 0.447894 1 1.000000
7 0.102576 0.023834 0.448891 2 1.000000
1 0.096938 6.000000 0.446547 1 1.000000
2 0.096291 0.006071 0.452003 2 1.000000
7 0.098918 0.019849 0.450702 1 1.000000
3 0.094518 0.010077 0.452881 2 1.000000
2 0.087089 0.221945 0.456565 2 1.000000
3 0.102609 0.039882 0.448875 1 1.000000
2 0.079812 0.212200 0.460178 2 1.000000
10 0.097907 1453.623718 0.451202 1 1.000000
6 0.086222 0.000001 0.456995 1 1.000000
2 0.105864 0.006071 0.447265 2 1.000000
10 0.101227 4987.129883 0.449558 2 1.000000
2 0.091896 0.006071 0.454181 2 1.000000
5 0.100268 0.463869 0.450034 2 1.000000
5 0.097131 0.249936 0.451587 1 1.000000
5 0.090941 0.174771 0.454655 2 1.000000
1 0.102797 16.000000 0.448749 1 1.000000
8 0.096970 0.091127 0.451667 2 1.000000
3 0.095230 0.021191 0.452529 1 1.000000
2 0.082886 0.155968 0.458651 2 1.000000
5 0.086154 0.040182 0.457029 1 1.000000
